,onehotencoder__estado_civil_casado (a),onehotencoder__estado_civil_divorciado (a),onehotencoder__estado_civil_solteiro (a),onehotencoder__escolaridade_fundamental,onehotencoder__escolaridade_medio,onehotencoder__escolaridade_superior,onehotencoder__inadimplencia_sim,onehotencoder__fez_emprestimo_sim,remainder__idade,remainder__saldo,remainder__tempo_ult_contato,remainder__numero_contatos
505,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0,0.0,140.0,10.0
506,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,1840.0,312.0,3.0
507,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,1117.0,365.0,1.0
508,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,550.0,4.0
509,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,61.0,836.0,3.0
510,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,828.0,215.0,3.0
511,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,102.0,614.0,2.0
512,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,633.0,128.0,3.0
513,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,-1206.0,382.0,2.0
514,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,1787.0,79.0,1.0
515,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,34.0,462.0,1877.0,3.0
516,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,26.0,-32.0,14.0,6.0
517,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,43.0,3403.0,707.0,2.0
518,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,295.0,92.0,1.0
519,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,-217.0,313.0,1.0
520,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,22.0,333.0,129.0,1.0
521,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,41.0,879.0,60.0,4.0
522,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,228.0,1017.0,6.0
523,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,5310.0,984.0,1.0
524,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,4945.0,311.0,2.0
525,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,236.0,10.0
526,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,-256.0,147.0,2.0
527,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,44.0,118.0,1.0
528,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,306.0,388.0,3.0
529,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,33.0,10.0,167.0,5.0
530,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,14.0,87.0,1.0
531,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,305.0,834.0,10.0
532,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,-3.0,91.0,9.0
533,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,51.0,50.0,1.0
534,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,8295.0,207.0,1.0
535,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,4.0,395.0,2.0
536,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,620.0,1234.0,3.0
537,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,12223.0,36.0,1.0
538,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,1341.0,415.0,7.0
539,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,614.0,72.0,4.0
540,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.0,2442.0,91.0,3.0
541,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,360.0,592.0,4.0
542,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,22546.0,8.0,6.0
543,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,902.0,691.0,2.0
544,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,3057.0,2769.0,4.0
545,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46.0,1410.0,93.0,1.0
546,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,36.0,12.0,587.0,2.0
547,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,459.0,558.0,1.0
548,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,1611.0,490.0,2.0
549,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,1354.0,736.0,2.0
550,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,435.0,193.0,2.0
551,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,27.0,671.0,332.0,2.0
552,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,828.0,214.0,1.0
553,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,4902.0,110.0,1.0
554,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,2.0,100.0,2.0
555,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,3242.0,233.0,1.0
556,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,371.0,124.0,2.0
557,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,1235.0,354.0,3.0
558,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,7802.0,421.0,1.0
559,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,41.0,75.0,479.0,9.0
560,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,0.0,209.0,2.0
561,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,2347.0,603.0,3.0
562,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,49.0,0.0,71.0,7.0
563,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,145.0,157.0,6.0
564,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,2558.0,107.0,1.0
565,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,2237.0,619.0,1.0
566,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,45.0,5346.0,187.0,1.0
567,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,42.0,525.0,127.0,2.0
568,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,2381.0,173.0,2.0
569,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,701.0,254.0,2.0
570,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,27.0,842.0,273.0,1.0
571,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,1297.0,716.0,3.0
572,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,60.0,0.0,151.0,1.0
573,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,279.0,110.0,5.0
574,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,28.0,220.0,2.0
575,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,355.0,61.0,6.0
576,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0.0,179.0,2.0
577,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,284.0,252.0,4.0
578,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,116.0,580.0,3.0
579,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,4554.0,8.0,6.0
580,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,6164.0,152.0,11.0
581,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,280.0,162.0,3.0
582,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,-221.0,250.0,1.0
583,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,4415.0,1032.0,3.0
584,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,-3.0,205.0,2.0
585,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,28.0,-298.0,559.0,7.0
586,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,27.0,158.0,650.0,2.0
587,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,1019.0,285.0,5.0
588,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,0.0,161.0,1.0
589,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,-93.0,402.0,2.0
590,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,21664.0,214.0,8.0
591,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,474.0,423.0,1.0
592,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,290.0,283.0,1.0
593,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,1608.0,13.0
594,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,874.0,1282.0,6.0
595,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,1897.0,197.0,1.0
596,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,32.0,604.0,95.0,3.0
597,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,568.0,378.0,2.0
598,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,186.0,136.0,2.0
599,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,-194.0,127.0,1.0
600,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,3733.0,198.0,1.0
601,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,0.0,207.0,2.0
602,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,56.0,66.0,1.0
603,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,133.0,218.0,1.0
604,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,197.0,223.0,1.0
605,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,401.0,294.0,2.0
606,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,231.0,352.0,2.0
607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,27.0,485.0,1.0
608,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,35.0,3636.0,808.0,2.0
609,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0,230.0,144.0,1.0
610,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,1084.0,201.0,1.0
611,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,-379.0,261.0,1.0
612,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,152.0,158.0,2.0
613,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,27.0,230.0,3.0
614,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44.0,3463.0,210.0,3.0
615,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,1331.0,297.0,1.0
616,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,569.0,976.0,12.0
617,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,3391.0,243.0,1.0
618,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,3371.0,269.0,2.0
619,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,1177.0,330.0,1.0
620,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,578.0,112.0,2.0
621,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,80.0,676.0,2.0
622,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,9374.0,7.0,8.0
623,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,9.0,386.0,4.0
624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,1412.0,480.0,1.0
625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,215.0,543.0,12.0
626,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,1746.0,99.0,1.0
627,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.0,35.0,152.0,1.0
628,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,56.0,212.0,27.0,1.0
629,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,759.0,317.0,5.0
630,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,705.0,20.0,4.0
631,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,35.0,786.0,322.0,1.0
632,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,57.0,0.0,104.0,2.0
633,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,500.0,19.0,18.0
634,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,44.0,7138.0,809.0,2.0
635,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.0,5803.0,83.0,3.0
636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,295.0,151.0,11.0
637,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,320.0,1971.0,4.0
638,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,310.0,200.0,1.0
639,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,38.0,258.0,587.0,2.0
640,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,60.0,252.0,123.0,2.0
641,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,724.0,287.0,2.0
642,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,39.0,2.0
643,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,1191.0,214.0,4.0
644,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,2685.0,187.0,2.0
645,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,902.0,159.0,1.0
646,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,1114.0,283.0,1.0
647,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,542.0,1816.0,1.0
648,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,4438.0,446.0,1.0
649,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,2904.0,277.0,2.0
650,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,-824.0,429.0,3.0
651,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,42.0,1080.0,951.0,3.0
652,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,1219.0,697.0,4.0
653,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,1808.0,245.0,1.0
654,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,417.0,90.0,1.0
655,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,388.0,730.0,2.0
656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,736.0,119.0,1.0
657,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,-471.0,668.0,7.0
658,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,-278.0,143.0,2.0
659,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,75.0,204.0,4.0
660,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,60.0,362.0,816.0,6.0
661,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,-166.0,85.0,4.0
662,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,2232.0,121.0,1.0
663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,2294.0,251.0,11.0
664,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,1738.0,349.0,1.0
665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,7353.0,536.0,2.0
666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,399.0,133.0,2.0
667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,50.0,89.0,2.0
668,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,46.0,78.0,2.0
669,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,40.0,462.0,272.0,1.0
670,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,1948.0,216.0,1.0
671,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,538.0,353.0,2.0
672,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,191.0,40.0,1.0
673,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,1410.0,8.0,1.0
674,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,1238.0,274.0,1.0
675,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,2538.0,307.0,6.0
676,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,424.0,298.0,4.0
677,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,167.0,57.0,1.0
678,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,283.0,226.0,3.0
679,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,351.0,467.0,1.0
680,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,809.0,155.0,2.0
681,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,222.0,317.0,1.0
682,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,105.0,74.0,2.0
683,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,1327.0,174.0,2.0
684,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,154.0,1.0
685,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.0,378.0,346.0,1.0
686,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,40.0,0.0,228.0,2.0
687,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,2186.0,366.0,1.0
688,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,324.0,217.0,2.0
689,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,43.0,34.0,29.0,1.0
690,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,3.0,998.0,1.0
691,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,0.0,493.0,2.0
692,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,126.0,164.0,2.0
693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,736.0,700.0,3.0
694,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,4108.0,526.0,2.0
695,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,79.0,317.0,1.0
696,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,68.0,254.0,1.0
697,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,1372.0,240.0,2.0
698,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0,71.0,86.0,1.0
699,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,520.0,15.0,13.0
700,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,171.0,19.0,3.0
701,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,607.0,454.0,2.0
702,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,5355.0,466.0,4.0
703,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,47.0,3727.0,993.0,6.0
704,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,949.0,245.0,2.0
705,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,177.0,63.0,5.0
706,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,115.0,209.0,4.0
707,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,125.0,238.0,2.0
708,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,43.0,1304.0,501.0,2.0
709,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,-117.0,770.0,2.0
710,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,593.0,1484.0,24.0
711,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,226.0,762.0,3.0
712,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,4508.0,854.0,1.0
713,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,2805.0,173.0,6.0
714,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,163.0,2.0
715,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,81.0,4.0
716,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,179.0,96.0,1.0
717,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,808.0,267.0,2.0
718,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,304.0,226.0,2.0
719,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,1224.0,1441.0,2.0
720,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,52.0,1623.0,21.0,17.0
721,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0,3463.0,96.0,1.0
722,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,3676.0,567.0,1.0
723,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,2.0,380.0,1.0
724,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,356.0,76.0,2.0
725,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,1315.0,1337.0,4.0
726,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,4.0,74.0,5.0
727,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,2325.0,125.0,1.0
728,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,1427.0,32.0,3.0
729,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,3571.0,222.0,3.0
730,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,181.0,265.0,2.0
731,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,4198.0,309.0,1.0
732,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,1327.0,115.0,2.0
733,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,5108.0,272.0,1.0
734,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,4.0,268.0,1.0
735,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,3771.0,185.0,1.0
736,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,480.0,344.0,2.0
737,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,33.0,-56.0,119.0,5.0
738,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,56.0,-59.0,127.0,6.0
739,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,1188.0,140.0,2.0
740,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0,4210.0,119.0,1.0
741,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,1490.0,506.0,1.0
742,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,192.0,203.0,2.0
743,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,32.0,41.0,686.0,5.0
744,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,314.0,67.0,2.0
745,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,200.0,322.0,2.0
746,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,703.0,342.0,1.0
747,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,11494.0,198.0,1.0
748,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,4099.0,397.0,2.0
749,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,27.0,489.0,356.0,4.0
750,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.0,-416.0,767.0,2.0
751,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,3334.0,632.0,4.0
752,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,-630.0,173.0,1.0
753,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,493.0,671.0,4.0
754,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,42.0,-411.0,78.0,5.0
755,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,34.0,351.0,326.0,11.0
756,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,57.0,796.0,1.0
757,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,31.0,462.0,147.0,1.0
758,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,75.0,123.0,1.0
759,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,631.0,248.0,4.0
